,Accession,Score,Rep1pVal (-log10),Rep1delta_Tm,Rep1Group1_R2,Rep1Group2_R2,Rep1Group1_Tm,Rep1Group2_Tm,Rep1min_Slope,Rep2pVal (-log10),Rep2delta_Tm,Rep2Group1_R2,Rep2Group2_R2,Rep2Group1_Tm,Rep2Group2_Tm,Rep2min_Slope
146,ECE1,0.0,0.434,0.0,0.852,0.834,65.59,65.59,-0.043,,,0.769,0.898,65.59,65.59,-0.034
145,DYNC1LI1,0.0,0.525,1.08,0.986,0.965,51.3,52.38,-0.206,0.446,0.29,0.972,0.942,51.65,51.94,-0.207
144,DSTN,0.0,0.357,0.61,0.977,0.971,53.13,53.74,-0.17,0.389,-0.31,0.943,0.948,53.66,53.35,-0.207
143,DOPEY2,0.0,0.42,0.8,0.946,0.937,52.54,53.34,-0.178,0.594,0.59,0.927,0.888,50.59,51.18,-0.717
142,DNAJC13,0.0,0.437,-0.01,0.872,0.928,50.63,50.62,-0.87,0.406,-0.35,0.883,0.914,53.19,52.84,-0.116
141,DLST,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,65.59,37.0,-0.0
140,DJ-1,0.0,,,0.925,0.203,60.14,62.01,-0.706,,,0.598,0.571,61.68,59.47,-0.248
139,DCXR,0.0,0.628,1.32,0.987,0.965,57.45,58.77,-0.09,0.594,-0.74,0.896,0.977,57.98,57.24,-0.077
138,DCI,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,65.59,65.59,-0.356
137,DAG1,0.0,0.865,-0.95,0.878,0.945,64.89,63.94,-0.045,0.31,-0.05,0.89,0.874,63.38,63.33,-0.064
136,CYBRD1,0.0,,,0.867,0.757,64.08,62.26,-0.682,,,0.0,0.296,65.59,65.59,-0.009
134,CUTA,0.0,,,0.181,0.0,65.59,65.59,-0.348,,,0.024,0.0,65.59,65.59,-0.533
177,FUCA2,0.0,,,0.515,0.0,62.58,64.0,-0.257,,,0.31,0.0,64.04,64.44,-0.118
133,CTSZ,0.0,,,0.0,0.0,65.59,65.59,-0.0,0.746,-1.0,0.846,0.867,62.1,61.1,-0.099
132,CTSG,0.0,,,0.796,0.748,60.01,61.83,-0.078,,,0.636,0.869,64.13,62.42,-0.06
131,CST7,0.0,,,0.0,0.0,37.0,37.0,0.0,,,0.0,0.0,37.0,37.0,0.0
130,CST3,0.0,,,0.241,0.0,65.59,37.0,-0.025,,,0.171,0.419,65.59,65.59,-0.018
129,CSF2RA,0.0,0.376,0.17,0.996,0.99,55.29,55.46,-0.072,0.6,0.6,0.986,0.987,55.42,56.02,-0.069
128,CS,0.0,0.318,0.48,0.997,0.977,52.98,53.46,-0.155,0.354,0.07,0.986,0.993,53.04,53.11,-0.149
127,CRELD2,0.0,,,0.0,0.0,65.59,37.0,-0.008,,,0.479,0.376,65.59,65.59,-0.566
126,CPNE1,0.0,0.37,0.65,0.985,0.92,51.24,51.89,-0.313,0.37,0.11,0.858,0.943,51.29,51.4,-0.264
125,CPM,0.0,0.392,0.12,0.986,0.994,58.59,58.71,-0.06,0.362,0.09,0.993,0.993,58.55,58.64,-0.051
124,CPD,0.0,1.659,2.94,0.988,0.857,54.7,57.64,-0.096,0.804,0.94,0.971,0.943,56.23,57.17,-0.078
123,CORO1A,0.0,0.417,0.79,0.982,0.933,49.53,50.32,-1.016,0.32,-0.02,0.907,0.991,50.27,50.25,-1.133
122,COPB1,0.0,0.409,0.07,0.98,0.952,51.56,51.63,-0.242,0.492,0.39,0.91,0.954,51.34,51.73,-0.247
148,EFNB1,0.0,0.36,0.22,0.98,0.98,54.87,55.09,-0.071,0.455,0.31,0.99,0.976,54.9,55.21,-0.073
149,EIF5,0.0,,,0.813,0.685,50.65,52.67,-0.982,0.406,0.2,0.972,0.989,50.3,50.5,-1.118
150,ELA2,0.0,0.632,-0.49,0.843,0.938,59.49,59.0,-0.057,1.721,-2.17,0.88,0.912,60.32,58.15,-0.06
151,ELMO1,0.0,0.67,-0.57,0.999,0.993,49.53,48.96,-0.582,0.616,-0.78,0.95,0.969,50.11,49.33,-1.194
176,FLVCR1,0.0,0.558,-0.32,0.926,0.947,63.54,63.22,-0.235,0.303,-0.07,0.972,0.979,62.55,62.48,-0.171
175,FLNA,0.0,0.448,-0.04,0.984,0.953,50.38,50.34,-1.098,0.454,-0.46,0.9,0.975,50.35,49.89,-1.071
174,FCGR2C,0.0,1.056,2.11,0.916,0.904,61.96,64.07,-0.046,0.478,0.36,0.946,0.947,61.34,61.7,-0.04
173,FCER2,0.0,0.339,0.55,0.993,0.97,58.93,59.48,-0.05,2.252,-2.64,0.913,0.974,61.1,58.46,-0.043
172,FCER1G,0.0,,,0.0,0.0,65.59,65.59,-0.015,,,0.0,0.0,65.59,65.59,-0.315
171,FCAR,0.0,,,0.687,0.761,63.63,64.02,-0.066,0.362,0.09,0.891,0.83,62.22,62.31,-0.683
170,FASN,0.0,0.467,-0.09,0.888,0.919,51.74,51.65,-0.273,0.354,-0.22,0.812,0.947,52.05,51.83,-0.269
169,FAS,0.0,0.549,-0.3,0.935,0.966,56.51,56.21,-0.087,0.339,0.03,0.988,0.985,56.56,56.59,-0.079
168,FAM62B,0.0,0.389,0.13,0.971,0.958,52.28,52.41,-0.193,0.331,-0.16,0.958,0.965,52.42,52.26,-0.183
167,FAM62A,0.0,1.113,-1.36,0.957,0.954,51.92,50.56,-0.485,0.478,0.36,0.879,0.921,51.85,52.21,-0.212
166,FAM49B,0.0,0.403,0.75,0.966,0.905,55.71,56.46,-0.898,0.324,-0.14,0.892,0.913,55.49,55.35,-0.169
165,FAM3C,0.0,,,0.78,0.545,59.79,65.59,-0.05,1.245,1.52,0.903,0.924,53.63,55.15,-0.632
164,FAM3A,0.0,0.694,-0.62,0.995,0.972,52.01,51.39,-0.147,0.95,1.15,0.984,0.922,52.3,53.45,-0.158
163,F5,0.0,0.47,-0.1,0.928,0.967,56.98,56.88,-0.158,0.406,0.2,0.974,0.967,56.75,56.95,-0.14
162,EVI2B,0.0,,,0.775,0.829,63.69,63.34,-0.183,,,0.792,0.864,61.04,62.49,-0.081
161,ERP29,0.0,,,0.914,0.764,61.73,63.58,-0.141,0.463,-0.48,0.914,0.886,64.0,63.52,-0.206
160,ERLIN2,0.0,0.601,-0.42,0.986,0.952,50.69,50.27,-0.511,0.81,-1.1,0.919,0.984,50.39,49.29,-1.124
159,EPHB4,0.0,0.763,-0.76,0.997,0.998,47.3,46.54,-0.432,0.31,-0.1,0.991,0.99,47.36,47.26,-0.188
158,ENTPD6,0.0,1.529,-1.94,0.929,0.966,52.68,50.74,-0.413,0.957,-1.31,0.939,0.986,53.89,52.58,-0.129
157,ENTPD1,0.0,0.855,1.77,0.938,0.918,59.97,61.74,-0.058,0.492,-0.54,0.961,0.936,60.07,59.53,-0.058
156,ENO1,0.0,,,0.875,0.279,61.2,62.16,-0.77,,,0.624,0.734,61.5,60.76,-0.076
155,ENG,0.0,0.583,-0.38,0.9,0.949,62.43,62.05,-0.042,0.521,-0.6,0.957,0.917,61.81,61.21,-0.041
154,EMR2,0.0,0.758,-0.75,0.864,0.902,63.23,62.48,-0.093,0.511,0.43,0.967,0.948,61.28,61.71,-0.069
153,EMP3,0.0,,,0.0,0.0,65.59,37.0,-0.0,,,0.0,0.0,37.0,37.0,0.0
152,EMB,0.0,,,0.758,0.819,65.59,65.59,-0.057,,,0.891,0.759,65.59,65.59,-0.056
478,YIPF3,0.0,,,0.0,0.0,37.0,65.19,-0.0,,,0.0,0.0,37.0,65.59,-0.0
